"","differential","release_year","genre","type","weeks_on_billboard","peak_billboard_position","spotify_popularity","artist_member_count","artist_gender","artist_birth_year_sum","debut_album_release_year","ave_age_at_top_500","years_between"
"511",-67,1985,"Singer-Songwriter/Heartland Rock","Studio",97,1,60,6,"Male",11712,1978,33,7
"512",67,1985,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,36,3,"Male",5880,1983,25,2
"513",-365,1985,"Punk/Post-Punk/New Wave/Power Pop","Studio",7,183,34,4,"Male",7845,1981,23.75,4
"514",-233,1985,"Indie/Alternative Rock","Studio",4,188,45,4,"Male",7845,1985,23.75,0
"515",-206,1985,"Punk/Post-Punk/New Wave/Power Pop","Studio",32,110,62,4,"Male",7849,1984,22.75,1
"516",-23,1985,"Hip-Hop/Rap","Studio",38,46,42,1,"Male",1968,1985,17,0
"517",-56,1985,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,17,7,"Male/Female",13699,1984,28,1
"518",35,1986,"Punk/Post-Punk/New Wave/Power Pop","Studio",97,3,49,1,"Male",1941,1965,45,21
"519",70,1986,"Hard Rock/Metal","Studio",72,29,51,4,"Male",7850,1983,23.5,3
"520",103,1986,"Punk/Post-Punk/New Wave/Power Pop","Studio",37,70,75,4,"Male",7849,1984,23.75,2
"521",25,1986,"Hip-Hop/Rap","Studio",68,1,69,3,"Male",5895,1986,21,0
"522",-89,1986,"Hip-Hop/Rap","Studio",71,3,65,3,"Male",5893,1984,21.66666667,2
"523",-110,1986,"Punk/Post-Punk/New Wave/Power Pop","Studio",76,2,49,1,"Male",1950,1977,36,9
"524",-171,1986,"Funk/Disco","Compilation",64.270979020979,201,39,1,"Male",1933,1958,53,28
"525",-12,1986,"Punk/Post-Punk/New Wave/Power Pop","Studio",20,89,51,1,"Male",1955,1986,31,0
"526",48,1987,"Punk/Post-Punk/New Wave/Power Pop","Studio",54,6,48,1,"Male",1958,1978,29,9
"527",166,1987,"Hip-Hop/Rap","Studio",38,58,51,2,"Male",3931,1987,21.5,0
"528",-1,1987,"Hard Rock/Metal","Studio",147,1,83,5,"Male",9818,1987,23.4,0
"529",-109,1987,"Indie/Alternative Rock","Studio",103,1,60,4,"Male",7842,1980,26.5,7
"530",329,1987,"Punk/Post-Punk/New Wave/Power Pop","Studio",87,1,69,1,"Male",1963,1987,24,0
"531",8,1987,"Soul/Gospel/R&B","Studio",87,1,69,1,"Male",1958,1972,29,15
"532",205,1987,"Hip-Hop/Rap","Studio",64.270979020979,201,24,3,"Male",5897,1987,21.33333333,0
"533",-140,1987,"Punk/Post-Punk/New Wave/Power Pop","Compilation",60,36,66,4,"Male",7830,1981,29.5,6
"534",-136,1987,"Punk/Post-Punk/New Wave/Power Pop","Compilation",25,62,76,4,"Male",7849,1984,24.75,3
"535",-31,1987,"Indie/Alternative Rock","Studio",33,10,60,4,"Male",7832,1983,29,4
"536",-29,1987,"Hard Rock/Metal","Studio",133,1,72,5,"Male",9799,1980,27.2,7
"537",-26,1987,"Singer-Songwriter/Heartland Rock","Studio",45,1,57,1,"Male",1949,1973,38,14
"538",-4,1987,"Hip-Hop/Rap","Studio",12,125,38,4,"Male",7845,1987,25.75,0
"539",5,1988,"Punk/Post-Punk/New Wave/Power Pop","Studio",61,1,77,1,"Female",1964,1988,24,0
"540",33,1988,"Hip-Hop/Rap","Studio",51,42,31,4,"Male",7845,1987,26.75,1
"541",74,1988,"Hip-Hop/Rap","Studio",81,37,71,6,"Male",11793,1988,22.5,0
"542",-192,1988,"Hard Rock/Metal","Studio",35,103,57,4,"Male",7858,1988,23.5,0
"543",-42,1988,"Hip-Hop/Rap","Studio",23,80,46,3,"Male",5904,1988,20,0
"544",158,1988,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,39,4,"Male/Female",7829,1983,30.75,5
"545",-75,1988,"Indie/Alternative Rock","Studio",64.270979020979,201,70,4,"Male/Female",7852,1988,25,0
"546",-94,1989,"Punk/Post-Punk/New Wave/Power Pop","Studio",77,1,58,1,"Female",1958,1983,31,6
"547",-64,1989,"Soul/Gospel/R&B","Studio",108,1,54,1,"Female",1966,1982,23,7
"548",-51,1989,"Punk/Post-Punk/New Wave/Power Pop","Studio",52,1,67,1,"Female",1966,1987,23,2
"549",-263,1989,"Country/Folk/Country Rock/Folk Rock","Studio",185,1,45,1,"Female",1949,1971,40,18
"550",243,1989,"Hip-Hop/Rap","Studio",20,24,56,3,"Male",5907,1989,20,0
"551",210,1989,"Punk/Post-Punk/New Wave/Power Pop","Studio",55,12,47,6,"Male",11747,1979,31.16666667,10
"552",31,1989,"Hip-Hop/Rap","Studio",15,14,57,3,"Male",5895,1986,24,3
"553",-112,1989,"Singer-Songwriter/Heartland Rock","Studio",148,8,57,1,"Male",1947,1982,42,7
"554",85,1989,"Indie/Alternative Rock","Studio",27,98,73,4,"Male/Female",7852,1988,26,1
"555",140,1990,"Punk/Post-Punk/New Wave/Power Pop","Greatest Hits",141,2,61,1,"Female",1958,1983,32,7
"556",175,1990,"Punk/Post-Punk/New Wave/Power Pop","Studio",74,7,61,4,"Male",7843,1981,29.25,9
"557",124,1990,"Hip-Hop/Rap","Studio",27,10,48,3,"Male",5885,1987,28.33333333,3
"558",-48,1990,"Hard Rock/Metal","Studio",60,19,48,4,"Male",7858,1988,25.5,2
"559",11,1991,"Indie/Alternative Rock","Studio",252,1,77,3,"Male",5901,1989,24,2
"560",111,1991,"Hip-Hop/Rap","Studio",51,45,64,4,"Male",7890,1990,18.5,1
"561",25,1991,"Funk/Disco","Compilation",64.270979020979,201,54,1,"Male",1933,1958,58,33
"562",-62,1991,"Indie/Alternative Rock","Studio",97,1,70,4,"Male",7842,1980,30.5,11
"563",47,1991,"Indie/Alternative Rock","Studio",250,2,76,5,"Male",9825,1991,26,0
"564",124,1991,"Indie/Alternative Rock","Studio",97,3,45,4,"Male",7855,1984,27.25,7
"565",-157,1991,"Soul/Gospel/R&B","Compilation",64.270979020979,201,29,1,"Male",1930,1949,61,42
"566",17,1991,"Hard Rock/Metal","Studio",281,1,73,4,"Male",7851,1983,28.25,8
"567",146,1991,"Indie/Alternative Rock","Studio",64.270979020979,201,63,4,"Male/Female",7850,1988,28.5,3
"568",154,1991,"Electronic","Studio",64.270979020979,201,60,6,"Male/Female",11775,1991,28.5,0
"569",-180,1991,"Soul/Gospel/R&B","Greatest Hits",64.270979020979,201,39,2,"Male/Female",3870,1961,56,30
"570",100,1992,"Hip-Hop/Rap","Studio",86,3,71,1,"Male",1965,1992,27,0
"571",151,1992,"Indie/Alternative Rock","Studio",75,2,70,4,"Male",7832,1983,34,9
"572",-65,1992,"Indie/Alternative Rock","Studio",64.270979020979,201,53,3,"Male",5885,1992,30.33333333,0
"573",147,1992,"Hard Rock/Metal","Studio",89,45,54,4,"Male",7870,1992,24.5,0
"574",272,1993,"Indie/Alternative Rock","Studio",1,196,47,1,"Female",1967,1993,26,0
"575",252,1993,"Indie/Alternative Rock","Studio",1,158,46,1,"Female",1969,1992,24,1
"576",359,1993,"Punk/Post-Punk/New Wave/Power Pop","Studio",42,41,41,9,"Male",17723,1993,23.77777778,0
"577",266,1993,"Indie/Alternative Rock","Studio",87,1,76,3,"Male",5901,1989,26,4
"578",19,1993,"Indie/Alternative Rock","Studio",89,10,52,4,"Male/Female",7867,1991,26.25,2
"579",153,1994,"Soul/Gospel/R&B","Studio",46,7,60,1,"Female",1971,1992,23,2
"580",159,1994,"Soul/Gospel/R&B","Studio",99,3,68,3,"Female",5912,1992,23.33333333,2
"581",111,1994,"Hip-Hop/Rap","Studio",59,15,76,1,"Male",1972,1994,22,0
"582",356,1994,"Hip-Hop/Rap","Studio",19,12,71,1,"Male",1973,1994,21,0
"583",78,1994,"Indie/Alternative Rock","Studio",115,2,62,4,"Male",7873,1989,25.75,5
"584",156,1994,"Punk/Post-Punk/New Wave/Power Pop","Studio",7,149,70,1,"Male",1966,1994,28,0
"585",32,1994,"Indie/Alternative Rock","Live",81,1,73,3,"Male",5901,1989,27,5
"586",3,1994,"Punk/Post-Punk/New Wave/Power Pop","Studio",76,16,76,4,"Male",7876,1994,25,0
"587",-182,1994,"Punk/Post-Punk/New Wave/Power Pop","Studio",113,2,78,3,"Male",5916,1990,22,4
"588",-224,1994,"Indie/Alternative Rock","Studio",121,4,52,5,"Male",9827,1992,28.6,2
"589",-165,1994,"Indie/Alternative Rock","Studio",75,1,64,4,"Male",7854,1988,30.5,6
"590",-137,1994,"Country/Folk/Country Rock/Folk Rock","Studio",9,110,45,1,"Male",1932,1957,62,37
"591",-8,1994,"Indie/Alternative Rock","Studio",55,1,61,6,"Male",11789,1991,29.16666667,3
"592",360,1994,"Indie/Alternative Rock","Studio",68,52,62,4,"Male/Female",7861,1991,28.75,3
"593",288,1994,"Electronic","Studio",17,79,70,3,"Male/Female",5893,1994,29.66666667,0
"594",258,1995,"Indie/Alternative Rock","Studio",113,1,58,1,"Female",1974,1991,21,4
"595",84,1995,"Punk/Post-Punk/New Wave/Power Pop","Studio",20,32,52,1,"Female",1965,1977,30,18
"596",-66,1995,"Indie/Alternative Rock","Studio",15,40,54,1,"Female",1969,1992,26,3
"597",219,1995,"Indie/Alternative Rock","Studio",76,4,67,5,"Male",9847,1994,25.6,1
"598",-166,1995,"Indie/Alternative Rock","Studio",24,88,77,5,"Male",9843,1993,26.4,2
"599",-60,1995,"Punk/Post-Punk/New Wave/Power Pop","Studio",90,1,73,5,"Male/Female",9843,1992,26.4,3
"600",-14,1995,"Indie/Alternative Rock","Studio",93,1,60,4,"Male/Female",7867,1991,28.25,4
"601",181,1996,"Hip-Hop/Rap","Studio",18,23,58,1,"Male",1969,1996,27,0
"602",-119,1996,"Indie/Alternative Rock","Studio",86,16,51,1,"Male",1970,1993,26,3
"603",343,1996,"Hip-Hop/Rap","Studio",64,1,43,3,"Male/Female",5916,1994,24,2
"604",-62,1997,"Soul/Gospel/R&B","Studio",74,1,62,1,"Female",1966,1982,31,15
"605",120,1997,"Indie/Alternative Rock","Studio",55,21,79,5,"Male",9843,1993,28.4,4
"606",304,1997,"Hip-Hop/Rap","Studio",79,1,75,1,"Male",1972,1994,25,3
"607",-241,1997,"Latin","Studio",19,80,67,2,"Male",3901,1997,46.5,0
"608",-93,1997,"Singer-Songwriter/Heartland Rock","Studio",29,10,48,1,"Male",1941,1962,56,35
"609",302,1998,"Hip-Hop/Rap","Studio",81,1,75,1,"Female",1975,1998,23,0
"610",206,1998,"Country/Folk/Country Rock/Folk Rock","Studio",20,65,50,1,"Female",1953,1979,45,19
"611",141,1998,"Electronic","Studio",78,2,63,1,"Female",1958,1983,40,15
"612",29,1998,"Electronic","Studio",7,60,66,5,"Male",9804,1991,37.2,7
"613",-276,1998,"Punk/Post-Punk/New Wave/Power Pop","Compilation",64.270979020979,201,52,1,"Male",1923,1951,75,47
"614",-78,1998,"Punk/Post-Punk/New Wave/Power Pop","Greatest Hits",64.270979020979,201,39,4,"Male/Female",7760,1966,58,32
"615",113,1999,"Indie/Alternative Rock","Studio",101,3,64,4,"Male",7855,1984,35.25,15
"616",-79,1999,"Hip-Hop/Rap","Studio",105,2,73,1,"Male",1972,1996,27,3
"617",-160,1999,"Electronic","Studio",94,38,58,1,"Male",1965,1992,34,7
"618",-85,1999,"Punk/Post-Punk/New Wave/Power Pop","Studio",9,30,47,1,"Male",1949,1973,50,26
"619",-75,1999,"Hard Rock/Metal","Studio",51,1,69,4,"Male",7870,1992,31.5,7
"620",-49,2000,"Electronic","Studio",55,1,43,1,"Female",1958,1983,42,17
"621",408,2000,"Indie/Alternative Rock","Studio",28,1,70,5,"Male",9843,1993,31.4,7
"622",460,2000,"Soul/Gospel/R&B","Studio",33,1,59,1,"Male",1974,1995,26,5
"623",295,2000,"Hip-Hop/Rap","Studio",46,2,74,2,"Male",3950,1994,25,6
"624",157,2000,"Hip-Hop/Rap","Studio",173,1,82,1,"Male",1972,1996,28,4
"625",-362,2000,"Indie/Alternative Rock","Studio",94,3,60,4,"Male",7842,1980,39.5,20
"626",414,2001,"Hip-Hop/Rap","Studio",35,1,63,1,"Male",1969,1996,32,5
"627",253,2001,"Indie/Alternative Rock","Studio",58,33,67,5,"Male",9897,2001,21.6,0
"628",56,2001,"Singer-Songwriter/Heartland Rock","Studio",26,5,35,1,"Male",1941,1962,60,39
"629",-123,2001,"Punk/Post-Punk/New Wave/Power Pop","Studio",186,1,50,4,"Male/Female",7786,1973,54.5,28
"630",-185,2001,"Punk/Post-Punk/New Wave/Power Pop","Studio",76,9,61,4,"Male/Female",7876,1992,32,9
"631",-501,1969,"Punk/Post-Punk/New Wave/Power Pop","Studio",171,5,36,1,"Male",1944,1965,25,4
"632",-501,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",5,168,36,4,"Male",7790,1975,29.5,2
"633",-501,1972,"Country/Folk/Country Rock/Folk Rock","Studio",15,131,48,1,"Female",1949,1971,23,1
"634",-501,1971,"Blues/Blues Rock","Live",33,25,40,1,"Male",1925,1956,46,15
"635",-501,2006,"Singer-Songwriter/Heartland Rock","Studio",27,1,38,1,"Male",1941,1962,65,44
"636",-501,2002,"Singer-Songwriter/Heartland Rock","Studio",37,1,55,1,"Male",1949,1973,53,29
"637",-501,2001,"Indie/Alternative Rock","Studio",16,2,63,5,"Male",9843,1993,32.4,8
"638",-16,2002,"Country/Folk/Country Rock/Folk Rock","Greatest Hits",64.270979020979,201,26,1,"Female",1932,1963,70,39
"639",149,2002,"Indie/Alternative Rock","Studio",104,5,82,4,"Male",7910,2000,24.5,2
"640",-501,2008,"Indie/Alternative Rock","Studio",53,17,67,4,"Male",7935,2008,24.25,0
"641",-501,2007,"Electronic","Studio",45,18,69,1,"Female",1975,2005,32,2
"642",-501,2006,"Indie/Alternative Rock","Studio",19,24,76,4,"Male",7943,2006,20.25,0
"643",-501,2007,"Indie/Alternative Rock","Studio",111,38,74,2,"Male",3965,2007,24.5,0
"644",-501,2001,"Blues/Blues Rock","Studio",52,61,68,2,"Male/Female",3949,1999,26.5,2
"645",-501,2005,"Indie/Alternative Rock","Studio",6,67,51,5,"Male",9882,1999,28.6,6
"646",-501,1976,"Blues/Blues Rock","Greatest Hits",14,100,64,4,"Male",7776,1968,32,8
"647",-184,2002,"Hip-Hop/Rap","Studio",104,1,87,1,"Male",1972,1996,30,6
"648",-69,2002,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,30,1,"Male",1946,1984,56,18
"649",-61,2002,"Indie/Alternative Rock","Studio",26,8,51,1,"Male",1970,1993,32,9
"650",-201,2003,"Soul/Gospel/R&B","Greatest Hits",1,135,55,1,"Male",1931,1958,72,45
"651",-59,2003,"Blues/Blues Rock","Studio",57,6,76,2,"Male/Female",3949,1999,28.5,4
"652",-501,2001,"Latin","Studio",64.270979020979,201,73,1,"Male",1961,1998,40,3
"653",-501,2011,"Punk/Post-Punk/New Wave/Power Pop","Compilation",64.270979020979,201,41,6,"Male",11657,1962,68.16666667,49
